distance_km,weather,day_of_week,time_of_day,train_type,delay_min,congestion,train_no
944.0,Foggy,Thursday,Night,Express,109.4,High,12995
945.0,Clear,Monday,Night,Express,88.3,High,12996
945.0,Rainy,Saturday,Evening,Express,267.8,High,12996
945.0,Foggy,Thursday,Night,Express,115.9,High,12996
1906.0,Rainy,Sunday,Morning,Express,174.6,High,13005
1906.0,Foggy,Monday,Afternoon,Express,0.0,Low,13005
1906.0,Rainy,Tuesday,Morning,Express,23.1,Medium,13005
1907.0,Rainy,Sunday,Afternoon,Express,270.7,High,13006
1907.0,Clear,Sunday,Late Night,Express,151.7,High,13006
1907.0,Rainy,Saturday,Late Night,Express,68.3,High,13006
1949.0,Foggy,Friday,Afternoon,Express,151.3,High,13007
1949.0,Clear,Sunday,Late Night,Express,0.0,Low,13007
1949.0,Foggy,Thursday,Afternoon,Express,284.6,High,13007
1952.0,Clear,Sunday,Afternoon,Express,146.1,High,13008
1952.0,Rainy,Wednesday,Morning,Express,405.1,High,13008
1952.0,Clear,Saturday,Evening,Express,0.0,Low,13008
1558.0,Foggy,Thursday,Morning,Express,80.9,High,13009
1558.0,Rainy,Monday,Late Night,Express,84.9,High,13009
1558.0,Rainy,Monday,Afternoon,Express,166.7,High,13009
976.0,Clear,Sunday,Night,Express,42.4,High,1301
976.0,Foggy,Thursday,Night,Express,0.2,Low,1301
976.0,Foggy,Friday,Evening,Express,260.9,High,1301
1559.0,Foggy,Wednesday,Morning,Express,236.3,High,13010
1559.0,Clear,Thursday,Late Night,Express,0.0,Low,13010
1559.0,Rainy,Tuesday,Late Night,Express,155.6,High,13010
340.0,Clear,Sunday,Morning,Express,149.3,High,13011
340.0,Foggy,Wednesday,Evening,Express,90.7,High,13011
340.0,Clear,Friday,Morning,Express,75.5,High,13011
340.0,Foggy,Monday,Night,Express,105.9,High,13012
340.0,Rainy,Tuesday,Evening,Express,1.0,Low,13012
340.0,Clear,Monday,Night,Express,41.9,High,13012
111.0,Clear,Tuesday,Afternoon,Express,0.0,Low,13013
111.0,Rainy,Wednesday,Night,Express,93.2,High,13013
111.0,Foggy,Monday,Afternoon,Express,0.0,Low,13013
111.0,Rainy,Sunday,Night,Express,151.8,High,13014
111.0,Rainy,Saturday,Evening,Express,54.1,High,13014
111.0,Foggy,Wednesday,Afternoon,Express,44.8,High,13014
158.0,Foggy,Sunday,Morning,Express,26.6,Medium,13015
158.0,Rainy,Tuesday,Late Night,Express,24.8,Medium,13015
158.0,Rainy,Thursday,Night,Express,137.2,High,13015
158.0,Rainy,Friday,Evening,Express,0.0,Low,13016
158.0,Foggy,Monday,Night,Express,147.1,High,13016
158.0,Rainy,Friday,Evening,Express,114.3,High,13016
275.0,Clear,Saturday,Night,Express,0.0,Low,13017
275.0,Rainy,Monday,Morning,Express,0.0,Low,13017
275.0,Foggy,Thursday,Evening,Express,245.2,High,13017
275.0,Foggy,Saturday,Afternoon,Express,0.0,Low,13018
275.0,Foggy,Thursday,Afternoon,Express,0.0,Low,13018
275.0,Foggy,Monday,Late Night,Express,112.8,High,13018
1517.0,Rainy,Thursday,Night,Express,118.3,High,13019
1517.0,Clear,Wednesday,Night,Express,0.0,Low,13019
1517.0,Clear,Saturday,Afternoon,Express,107.5,High,13019
973.0,Rainy,Friday,Afternoon,Express,0.0,Low,1302
973.0,Rainy,Friday,Evening,Express,256.6,High,1302
973.0,Clear,Monday,Late Night,Express,88.7,High,1302
1521.0,Clear,Monday,Late Night,Express,76.3,High,13020
1521.0,Foggy,Thursday,Night,Express,137.9,High,13020
1521.0,Clear,Saturday,Night,Express,233.9,High,13020
691.0,Foggy,Sunday,Late Night,Express,63.3,High,13021
691.0,Rainy,Wednesday,Evening,Express,0.0,Low,13021
691.0,Foggy,Sunday,Morning,Express,177.9,High,13021
692.0,Foggy,Monday,Morning,Express,364.8,High,13022
692.0,Foggy,Tuesday,Night,Express,0.0,Low,13022
692.0,Clear,Monday,Night,Express,27.4,Medium,13022
658.0,Clear,Saturday,Night,Express,86.5,High,13023
658.0,Rainy,Friday,Evening,Express,95.3,High,13023
658.0,Foggy,Sunday,Night,Express,0.0,Low,13023
658.0,Foggy,Friday,Night,Express,198.7,High,13024
658.0,Rainy,Sunday,Evening,Express,342.4,High,13024
658.0,Clear,Tuesday,Afternoon,Express,56.9,High,13024
275.0,Clear,Wednesday,Late Night,Express,0.0,Low,13027
275.0,Foggy,Thursday,Morning,Express,0.0,Low,13027
275.0,Foggy,Monday,Morning,Express,117.9,High,13027
275.0,Rainy,Monday,Morning,Express,180.3,High,13028
275.0,Clear,Thursday,Night,Express,60.8,High,13028
275.0,Foggy,Sunday,Night,Express,68.6,High,13028
419.0,Foggy,Saturday,Late Night,Express,21.7,Medium,13033
419.0,Rainy,Friday,Evening,Express,0.0,Low,13033
419.0,Foggy,Saturday,Evening,Express,222.3,High,13033
419.0,Foggy,Sunday,Night,Express,149.5,High,13034
419.0,Rainy,Tuesday,Morning,Express,0.0,Low,13034
419.0,Clear,Tuesday,Morning,Express,155.0,High,13034
697.0,Clear,Saturday,Morning,Express,142.3,High,13043
697.0,Clear,Tuesday,Morning,Express,159.5,High,13043
697.0,Rainy,Saturday,Afternoon,Express,0.0,Low,13043
698.0,Clear,Sunday,Night,Express,0.0,Low,13044
698.0,Foggy,Tuesday,Late Night,Express,43.9,High,13044
698.0,Clear,Sunday,Evening,Express,107.1,High,13044
1908.0,Rainy,Thursday,Afternoon,Express,321.5,High,13049
1908.0,Rainy,Monday,Morning,Express,247.4,High,13049
1908.0,Clear,Saturday,Afternoon,Express,69.2,High,13049
1909.0,Foggy,Thursday,Night,Express,0.0,Low,13050
1909.0,Rainy,Sunday,Morning,Express,359.4,High,13050
1909.0,Rainy,Tuesday,Late Night,Express,0.0,Low,13050
210.0,Clear,Friday,Evening,Express,172.6,High,13053
210.0,Rainy,Wednesday,Morning,Express,47.5,High,13053
210.0,Clear,Saturday,Morning,Express,198.3,High,13053
210.0,Foggy,Thursday,Night,Express,108.8,High,13054
210.0,Rainy,Friday,Late Night,Express,41.6,High,13054
210.0,Foggy,Wednesday,Late Night,Express,17.6,Medium,13054
403.0,Clear,Thursday,Night,Express,25.4,Medium,13063
403.0,Rainy,Friday,Late Night,Express,79.8,High,13063
403.0,Foggy,Saturday,Late Night,Express,71.8,High,13063
424.0,Rainy,Saturday,Afternoon,Express,26.7,Medium,13064
424.0,Clear,Monday,Late Night,Express,26.5,Medium,13064
424.0,Rainy,Wednesday,Late Night,Express,45.3,High,13064
472.0,Foggy,Wednesday,Morning,Express,0.0,Low,13071
472.0,Foggy,Thursday,Night,Express,104.4,High,13071
472.0,Clear,Friday,Night,Express,0.0,Low,13071
472.0,Foggy,Thursday,Evening,Express,0.0,Low,13072
472.0,Foggy,Monday,Night,Express,0.0,Low,13072
472.0,Clear,Saturday,Evening,Express,0.0,Low,13072
229.0,Clear,Wednesday,Night,Express,0.0,Low,13103
229.0,Rainy,Friday,Afternoon,Express,13.5,Low,13103
229.0,Clear,Saturday,Late Night,Express,123.6,High,13103
229.0,Rainy,Sunday,Late Night,Express,18.3,Medium,13104
229.0,Foggy,Tuesday,Night,Express,67.6,High,13104
229.0,Rainy,Thursday,Night,Express,78.8,High,13104
680.0,Foggy,Sunday,Evening,Express,124.2,High,13105
680.0,Rainy,Friday,Afternoon,Express,77.8,High,13105
680.0,Clear,Saturday,Evening,Express,0.0,Low,13105
681.0,Foggy,Saturday,Morning,Express,363.2,High,13106
681.0,Rainy,Tuesday,Afternoon,Express,201.3,High,13106
681.0,Clear,Friday,Afternoon,Express,0.0,Low,13106
112.0,Rainy,Sunday,Morning,Express,0.0,Low,13109
112.0,Rainy,Wednesday,Night,Express,31.7,Medium,13109
112.0,Clear,Friday,Afternoon,Express,0.0,Low,13109
112.0,Clear,Wednesday,Morning,Express,75.8,High,13110
112.0,Rainy,Saturday,Evening,Express,14.6,Low,13110
112.0,Clear,Sunday,Afternoon,Express,154.1,High,13110
222.0,Foggy,Sunday,Morning,Express,229.1,High,13113
222.0,Clear,Thursday,Evening,Express,63.8,High,13113
222.0,Clear,Tuesday,Late Night,Express,59.2,High,13113
222.0,Clear,Tuesday,Late Night,Express,61.6,High,13114
222.0,Rainy,Wednesday,Evening,Express,23.2,Medium,13114
222.0,Rainy,Sunday,Morning,Express,5.7,Low,13114
222.0,Foggy,Tuesday,Evening,Express,81.3,High,13117
222.0,Foggy,Friday,Late Night,Express,112.4,High,13117
222.0,Foggy,Saturday,Morning,Express,131.2,High,13117
222.0,Clear,Sunday,Night,Express,0.0,Low,13118
222.0,Rainy,Monday,Morning,Express,6.4,Low,13118
222.0,Foggy,Sunday,Late Night,Express,47.8,High,13118
1627.0,Clear,Monday,Late Night,Express,44.6,High,13119
1627.0,Foggy,Tuesday,Morning,Express,429.6,High,13119
1627.0,Foggy,Sunday,Morning,Express,0.0,Low,13119
1627.0,Clear,Tuesday,Evening,Express,120.2,High,13120
1627.0,Foggy,Saturday,Evening,Express,461.0,High,13120
1627.0,Rainy,Thursday,Late Night,Express,246.0,High,13120
740.0,Foggy,Tuesday,Morning,Express,53.6,High,13121
740.0,Foggy,Wednesday,Evening,Express,143.8,High,13121
740.0,Clear,Sunday,Morning,Express,123.5,High,13121
741.0,Clear,Thursday,Night,Express,58.1,High,13122
741.0,Clear,Sunday,Afternoon,Express,51.1,High,13122
741.0,Rainy,Wednesday,Evening,Express,120.7,High,13122
78.0,Foggy,Monday,Afternoon,Express,0.0,Low,13129
78.0,Rainy,Saturday,Evening,Express,152.2,High,13129
78.0,Rainy,Saturday,Evening,Express,97.9,High,13129
78.0,Foggy,Tuesday,Afternoon,Express,43.4,High,13130
78.0,Foggy,Sunday,Night,Express,209.8,High,13130
78.0,Clear,Sunday,Afternoon,Express,10.0,Low,13130
545.0,Rainy,Thursday,Night,Express,33.3,Medium,13131
545.0,Rainy,Sunday,Late Night,Express,171.6,High,13131
545.0,Foggy,Monday,Evening,Express,4.6,Low,13131
546.0,Rainy,Sunday,Afternoon,Express,27.8,Medium,13132
546.0,Clear,Monday,Late Night,Express,28.5,Medium,13132
546.0,Clear,Wednesday,Evening,Express,104.8,High,13132
871.0,Rainy,Thursday,Afternoon,Express,95.7,High,13133
871.0,Clear,Sunday,Night,Express,0.0,Low,13133
871.0,Clear,Friday,Afternoon,Express,25.6,Medium,13133
871.0,Clear,Wednesday,Late Night,Express,10.8,Low,13134
871.0,Rainy,Saturday,Night,Express,80.8,High,13134
871.0,Foggy,Sunday,Late Night,Express,100.4,High,13134
618.0,Rainy,Wednesday,Evening,Express,113.8,High,13135
618.0,Clear,Friday,Evening,Express,0.0,Low,13135
618.0,Foggy,Saturday,Afternoon,Express,227.4,High,13135
619.0,Rainy,Saturday,Night,Express,104.2,High,13136
619.0,Clear,Friday,Late Night,Express,107.7,High,13136
619.0,Foggy,Saturday,Night,Express,139.3,High,13136
785.0,Rainy,Sunday,Night,Express,166.4,High,13137
785.0,Clear,Monday,Evening,Express,98.6,High,13137
785.0,Clear,Wednesday,Late Night,Express,86.6,High,13137
786.0,Rainy,Friday,Afternoon,Express,141.7,High,13138
786.0,Foggy,Tuesday,Evening,Express,83.1,High,13138
786.0,Clear,Friday,Late Night,Express,159.6,High,13138
716.0,Rainy,Wednesday,Late Night,Express,93.9,High,13141
716.0,Foggy,Monday,Afternoon,Express,138.5,High,13141
716.0,Clear,Friday,Late Night,Express,0.0,Low,13141
716.0,Rainy,Sunday,Afternoon,Express,0.0,Low,13142
716.0,Rainy,Friday,Night,Express,103.9,High,13142
716.0,Clear,Sunday,Morning,Express,86.5,High,13142
473.0,Rainy,Saturday,Evening,Express,30.3,Medium,13145
473.0,Foggy,Monday,Evening,Express,106.1,High,13145
473.0,Clear,Thursday,Morning,Express,174.2,High,13145
473.0,Rainy,Saturday,Late Night,Express,106.6,High,13146
473.0,Clear,Wednesday,Night,Express,0.0,Low,13146
473.0,Clear,Friday,Late Night,Express,34.4,Medium,13146
692.0,Foggy,Sunday,Late Night,Express,5.1,Low,13147
692.0,Foggy,Wednesday,Afternoon,Express,42.0,High,13147
692.0,Rainy,Saturday,Evening,Express,58.4,High,13147
692.0,Foggy,Saturday,Late Night,Express,33.5,Medium,13148
692.0,Clear,Friday,Night,Express,0.0,Low,13148
692.0,Foggy,Monday,Afternoon,Express,70.8,High,13148
734.0,Rainy,Friday,Late Night,Express,21.9,Medium,13149
734.0,Clear,Thursday,Evening,Express,0.0,Low,13149
734.0,Clear,Saturday,Afternoon,Express,224.1,High,13149
734.0,Rainy,Monday,Night,Express,148.8,High,13150
734.0,Clear,Thursday,Morning,Express,39.0,Medium,13150
734.0,Clear,Tuesday,Night,Express,44.0,High,13150
1978.0,Rainy,Wednesday,Morning,Express,0.0,Low,13151
1978.0,Foggy,Thursday,Late Night,Express,252.0,High,13151
1978.0,Foggy,Friday,Late Night,Express,321.1,High,13151
1979.0,Rainy,Friday,Evening,Express,179.3,High,13152
1979.0,Rainy,Thursday,Night,Express,209.4,High,13152
1979.0,Foggy,Saturday,Night,Express,168.5,High,13152
350.0,Rainy,Tuesday,Afternoon,Express,0.0,Low,13153
350.0,Foggy,Thursday,Afternoon,Express,38.3,Medium,13153
350.0,Foggy,Tuesday,Night,Express,68.1,High,13153
350.0,Foggy,Sunday,Late Night,Express,26.6,Medium,13154
350.0,Foggy,Saturday,Morning,Express,89.8,High,13154
350.0,Clear,Thursday,Night,Express,36.5,Medium,13154
618.0,Clear,Friday,Afternoon,Express,54.1,High,13155
618.0,Rainy,Friday,Morning,Express,114.9,High,13155
618.0,Rainy,Monday,Morning,Express,0.0,Low,13155
618.0,Rainy,Wednesday,Late Night,Express,8.1,Low,13156
618.0,Clear,Tuesday,Late Night,Express,0.0,Low,13156
618.0,Clear,Wednesday,Evening,Express,116.4,High,13156
564.0,Rainy,Wednesday,Evening,Express,0.0,Low,13157
564.0,Rainy,Sunday,Morning,Express,227.2,High,13157
564.0,Clear,Sunday,Afternoon,Express,139.2,High,13157
565.0,Foggy,Monday,Night,Express,46.5,High,13158
565.0,Rainy,Tuesday,Evening,Express,0.0,Low,13158
565.0,Clear,Monday,Night,Express,26.1,Medium,13158
542.0,Clear,Wednesday,Late Night,Express,28.9,Medium,13159
542.0,Clear,Thursday,Morning,Express,0.0,Low,13159
542.0,Rainy,Wednesday,Late Night,Express,17.9,Medium,13159
542.0,Foggy,Wednesday,Night,Express,176.1,High,13160
542.0,Rainy,Sunday,Night,Express,118.4,High,13160
542.0,Foggy,Tuesday,Late Night,Express,0.0,Low,13160
427.0,Clear,Saturday,Late Night,Express,0.0,Low,13161
427.0,Rainy,Saturday,Night,Express,46.9,High,13161
427.0,Rainy,Sunday,Afternoon,Express,53.9,High,13161
426.0,Foggy,Monday,Evening,Express,140.5,High,13162
426.0,Foggy,Thursday,Late Night,Express,20.3,Medium,13162
426.0,Rainy,Thursday,Afternoon,Express,103.6,High,13162
589.0,Rainy,Monday,Late Night,Express,156.9,High,13163
589.0,Foggy,Saturday,Night,Express,176.5,High,13163
589.0,Rainy,Sunday,Morning,Express,93.5,High,13163
589.0,Clear,Friday,Morning,Express,60.5,High,13164
589.0,Foggy,Friday,Evening,Express,67.0,High,13164
589.0,Foggy,Saturday,Morning,Express,310.0,High,13164
606.0,Foggy,Tuesday,Morning,Express,26.9,Medium,13165
606.0,Foggy,Friday,Late Night,Express,69.8,High,13165
606.0,Clear,Friday,Late Night,Express,43.9,High,13165
618.0,Clear,Friday,Night,Express,22.9,Medium,13166
618.0,Clear,Saturday,Morning,Express,0.0,Low,13166
618.0,Foggy,Monday,Afternoon,Express,110.4,High,13166
1462.0,Rainy,Tuesday,Afternoon,Express,78.9,High,13167
1462.0,Foggy,Thursday,Late Night,Express,117.3,High,13167
1462.0,Clear,Friday,Late Night,Express,21.5,Medium,13167
1463.0,Rainy,Friday,Night,Express,237.8,High,13168
1463.0,Clear,Sunday,Night,Express,0.0,Low,13168
1463.0,Clear,Thursday,Evening,Express,236.5,High,13168
569.0,Clear,Monday,Night,Express,0.0,Low,13169
569.0,Foggy,Thursday,Evening,Express,142.1,High,13169
569.0,Rainy,Monday,Morning,Express,138.9,High,13169
568.0,Clear,Tuesday,Late Night,Express,2.9,Low,13170
568.0,Rainy,Tuesday,Afternoon,Express,93.4,High,13170
568.0,Rainy,Tuesday,Morning,Express,201.4,High,13170
625.0,Rainy,Saturday,Night,Express,0.0,Low,13185
625.0,Clear,Friday,Morning,Express,122.2,High,13185
625.0,Rainy,Monday,Afternoon,Express,0.0,Low,13185
626.0,Foggy,Wednesday,Morning,Express,0.0,Low,13186
626.0,Rainy,Wednesday,Morning,Express,239.4,High,13186
626.0,Clear,Wednesday,Night,Express,13.9,Low,13186
228.0,Rainy,Sunday,Night,Express,0.0,Low,13187
228.0,Clear,Tuesday,Morning,Express,39.2,Medium,13187
228.0,Clear,Friday,Late Night,Express,119.3,High,13187
228.0,Clear,Friday,Night,Express,0.0,Low,13188
228.0,Foggy,Monday,Night,Express,0.0,Low,13188
228.0,Rainy,Wednesday,Morning,Express,192.4,High,13188
1698.0,Rainy,Thursday,Late Night,Express,217.9,High,13201
1698.0,Clear,Monday,Night,Express,56.5,High,13201
1698.0,Rainy,Monday,Afternoon,Express,0.0,Low,13201
1699.0,Rainy,Friday,Late Night,Express,280.0,High,13202
1699.0,Foggy,Tuesday,Morning,Express,380.0,High,13202
1699.0,Foggy,Wednesday,Afternoon,Express,183.9,High,13202
223.0,Foggy,Thursday,Night,Express,4.4,Low,13205
223.0,Clear,Tuesday,Late Night,Express,25.7,Medium,13205
223.0,Clear,Friday,Evening,Express,49.6,High,13205
223.0,Clear,Friday,Afternoon,Express,69.7,High,13206
223.0,Rainy,Thursday,Late Night,Express,111.5,High,13206
223.0,Clear,Sunday,Morning,Express,121.7,High,13206
264.0,Rainy,Wednesday,Late Night,Express,0.0,Low,13225
264.0,Foggy,Monday,Afternoon,Express,179.4,High,13225
264.0,Clear,Wednesday,Night,Express,48.4,High,13225
264.0,Foggy,Sunday,Evening,Express,163.0,High,13226
264.0,Foggy,Wednesday,Night,Express,152.7,High,13226
264.0,Foggy,Friday,Afternoon,Express,0.0,Low,13226
108.0,Foggy,Monday,Evening,Express,74.7,High,13233
108.0,Clear,Friday,Late Night,Express,13.2,Low,13233
108.0,Clear,Monday,Evening,Express,0.0,Low,13233
108.0,Rainy,Sunday,Morning,Express,112.5,High,13234
108.0,Clear,Wednesday,Late Night,Express,99.9,High,13234
108.0,Rainy,Friday,Afternoon,Express,0.0,Low,13234
305.0,Foggy,Saturday,Evening,Express,104.4,High,13235
305.0,Rainy,Sunday,Evening,Express,140.9,High,13235
305.0,Foggy,Wednesday,Night,Express,66.3,High,13235
305.0,Clear,Wednesday,Evening,Express,42.1,High,13236
305.0,Clear,Friday,Night,Express,0.0,Low,13236
305.0,Rainy,Saturday,Morning,Express,130.1,High,13236
1245.0,Clear,Friday,Morning,Express,13.0,Low,13237
1245.0,Rainy,Monday,Morning,Express,0.0,Low,13237
1245.0,Foggy,Thursday,Afternoon,Express,236.4,High,13237
1246.0,Foggy,Sunday,Night,Express,205.7,High,13238
1246.0,Rainy,Monday,Late Night,Express,64.9,High,13238
1246.0,Foggy,Friday,Morning,Express,193.8,High,13238
1198.0,Clear,Saturday,Night,Express,157.1,High,13239
1198.0,Clear,Sunday,Evening,Express,101.3,High,13239
1198.0,Rainy,Wednesday,Late Night,Express,111.5,High,13239
1199.0,Rainy,Sunday,Afternoon,Express,62.1,High,13240
1199.0,Foggy,Monday,Morning,Express,320.1,High,13240
1199.0,Rainy,Tuesday,Evening,Express,128.5,High,13240
271.0,Rainy,Tuesday,Morning,Express,88.4,High,13241
271.0,Foggy,Sunday,Morning,Express,0.0,Low,13241
271.0,Rainy,Tuesday,Evening,Express,88.7,High,13241
271.0,Clear,Saturday,Late Night,Express,1.9,Low,13242
271.0,Rainy,Tuesday,Afternoon,Express,15.1,Medium,13242
271.0,Rainy,Monday,Evening,Express,5.0,Low,13242
242.0,Rainy,Saturday,Night,Express,0.0,Low,13243
242.0,Foggy,Tuesday,Late Night,Express,150.7,High,13243
242.0,Clear,Sunday,Afternoon,Express,118.7,High,13243
242.0,Foggy,Monday,Night,Express,198.5,High,13244
242.0,Rainy,Friday,Late Night,Express,0.0,Low,13244
242.0,Rainy,Friday,Afternoon,Express,77.2,High,13244
487.0,Clear,Saturday,Late Night,Express,0.0,Low,13245
487.0,Foggy,Friday,Late Night,Express,13.0,Low,13245
487.0,Clear,Friday,Morning,Express,0.0,Low,13245
485.0,Clear,Tuesday,Morning,Express,136.6,High,13246
485.0,Rainy,Sunday,Late Night,Express,28.0,Medium,13246
485.0,Clear,Saturday,Late Night,Express,94.7,High,13246
969.0,Rainy,Sunday,Afternoon,Express,147.6,High,13247
969.0,Foggy,Saturday,Morning,Express,549.6,High,13247
969.0,Foggy,Friday,Late Night,Express,0.0,Low,13247
967.0,Rainy,Thursday,Late Night,Express,136.5,High,13248
967.0,Clear,Saturday,Night,Express,151.1,High,13248
967.0,Foggy,Sunday,Morning,Express,0.0,Low,13248
193.0,Rainy,Sunday,Night,Express,124.8,High,13249
193.0,Rainy,Monday,Evening,Express,98.2,High,13249
193.0,Foggy,Thursday,Late Night,Express,35.0,Medium,13249
193.0,Rainy,Friday,Evening,Express,4.9,Low,13250
193.0,Clear,Monday,Afternoon,Express,7.5,Low,13250
193.0,Rainy,Friday,Night,Express,210.1,High,13250
971.0,Rainy,Monday,Evening,Express,96.2,High,13257
971.0,Rainy,Wednesday,Afternoon,Express,137.9,High,13257
971.0,Clear,Sunday,Late Night,Express,4.2,Low,13257
971.0,Clear,Saturday,Afternoon,Express,7.9,Low,13258
971.0,Rainy,Tuesday,Morning,Express,211.6,High,13258
971.0,Clear,Wednesday,Afternoon,Express,0.0,Low,13258
1112.0,Rainy,Saturday,Morning,Express,72.9,High,13287
1112.0,Foggy,Monday,Morning,Express,129.5,High,13287
1112.0,Rainy,Sunday,Night,Express,92.8,High,13287
1113.0,Clear,Sunday,Late Night,Express,36.4,Medium,13288
1113.0,Foggy,Sunday,Evening,Express,182.3,High,13288
1113.0,Rainy,Monday,Afternoon,Express,150.3,High,13288
198.0,Rainy,Wednesday,Afternoon,Express,99.1,High,13301
198.0,Clear,Friday,Evening,Express,0.0,Low,13301
198.0,Clear,Sunday,Morning,Express,40.5,High,13301
197.0,Foggy,Thursday,Late Night,Express,112.0,High,13302
197.0,Clear,Friday,Night,Express,91.0,High,13302
197.0,Clear,Monday,Morning,Express,0.0,Low,13302
295.0,Clear,Wednesday,Night,Express,50.7,High,13303
295.0,Foggy,Sunday,Morning,Express,0.0,Low,13303
295.0,Clear,Sunday,Morning,Express,66.0,High,13303
292.0,Rainy,Wednesday,Morning,Express,231.3,High,13304
292.0,Foggy,Monday,Night,Express,0.0,Low,13304
292.0,Clear,Friday,Morning,Express,3.2,Low,13304
198.0,Clear,Sunday,Evening,Express,103.8,High,13305
198.0,Rainy,Monday,Night,Express,0.0,Low,13305
198.0,Foggy,Tuesday,Night,Express,15.3,Medium,13305
198.0,Foggy,Monday,Late Night,Express,79.7,High,13306
198.0,Rainy,Thursday,Night,Express,14.7,Low,13306
198.0,Rainy,Friday,Late Night,Express,35.8,Medium,13306
1600.0,Clear,Saturday,Evening,Express,195.9,High,13307
1600.0,Foggy,Thursday,Morning,Express,213.6,High,13307
1600.0,Foggy,Friday,Evening,Express,205.2,High,13307
1600.0,Clear,Monday,Morning,Express,55.2,High,13308
1600.0,Clear,Saturday,Late Night,Express,87.9,High,13308
1600.0,Clear,Sunday,Late Night,Express,45.4,High,13308
331.0,Clear,Tuesday,Late Night,Express,43.5,High,13319
331.0,Foggy,Wednesday,Late Night,Express,19.7,Medium,13319
331.0,Rainy,Thursday,Night,Express,44.7,High,13319
328.0,Foggy,Thursday,Late Night,Express,0.0,Low,13320
328.0,Clear,Tuesday,Afternoon,Express,39.1,Medium,13320
328.0,Clear,Tuesday,Morning,Express,3.9,Low,13320
290.0,Rainy,Thursday,Late Night,Express,0.0,Low,13329
290.0,Foggy,Wednesday,Evening,Express,99.7,High,13329
290.0,Foggy,Sunday,Late Night,Express,67.0,High,13329
290.0,Clear,Thursday,Afternoon,Express,83.5,High,13330
290.0,Rainy,Wednesday,Late Night,Express,19.9,Medium,13330
